year,fips,state_fips,county_fips,poverty_universe,below_poverty_level,snap_universe,snap_received,snap_not_received,families_poverty_universe,families_below_poverty,poverty_by_age_universe,poverty_by_age_below,ratio_income_poverty_universe,ratio_under_0_50,ratio_0_50_to_0_99,ratio_1_00_to_1_24,ratio_1_25_to_1_49,ratio_1_50_to_1_84,ratio_1_85_to_1_99
2019,53067,53,067,286442,26414,112909,13627,99282,73232,4693,286442,26414,286442,13088,13326,10898,10926,15138,7282
2019,53073,53,073,223451,28926,88794,9758,79036,54023,3782,223451,28926,223451,14073,14853,8123,5817,12735,9362
2019,53077,53,077,247015,41667,83992,16476,67516,60835,8353,247015,41667,247015,18232,23435,14708,18133,21823,7947
2019,54003,54,003,115470,14605,46395,6809,39586,,,115470,14605,115470,8675,5930,4020,4574,8080,7130
2019,54011,54,011,88407,16684,38040,6731,31309,21554,2762,88407,16684,88407,7793,8891,3534,5416,5390,1613
2019,54033,54,033,66000,5508,25905,2753,23152,,,66000,5508,66000,2010,3498,4287,3359,3561,1306
2019,54039,54,039,175212,29843,78384,12622,65762,47481,6587,175212,29843,175212,17262,12581,8610,9397,12849,6417
2019,54061,54,061,99536,22149,40401,3281,37120,,,99536,22149,99536,11459,10690,4262,3509,5294,2400
2019,54081,54,081,70498,11697,31331,6529,24802,,,70498,11697,70498,4098,7599,5366,4961,3912,2151
2019,54107,54,107,82497,11610,34182,6263,27919,,,82497,11610,82497,4238,7372,6168,3580,9837,2889
2019,55009,55,009,257619,26449,107385,8102,99283,69699,4100,257619,26449,257619,9260,17189,5475,7933,16956,9151
2019,55025,55,025,532517,50185,229760,11808,217952,127444,4241,532517,50185,532517,27602,22583,10616,12176,21304,13491
2019,55027,55,027,84519,6192,35104,3311,31793,22797,1001,84519,6192,84519,2605,3587,2141,3328,6160,3084
2019,55035,55,035,100167,10136,41385,2895,38490,,,100167,10136,100167,5601,4535,2470,2114,6049,2892
2019,55039,55,039,100086,6191,42604,3075,39529,,,100086,6191,100086,1566,4625,2872,1958,6880,2064
2019,55055,55,055,81644,5115,32783,2119,30664,21974,852,81644,5115,81644,3184,1931,2082,2201,5369,1655
2019,55059,55,059,165510,15544,64187,6385,57802,39657,2582,165510,15544,165510,7199,8345,9190,7009,7320,2967
2019,55063,55,063,113216,13772,48175,3443,44732,,,113216,13772,113216,5525,8247,3652,3301,6456,2988
2019,55071,55,071,78244,6790,33831,2770,31061,,,78244,6790,78244,1509,5281,2527,2522,4109,3088
2019,55073,55,073,134455,10590,54765,3556,51209,36568,1795,134455,10590,134455,3511,7079,4053,4632,8973,2294
2019,55079,55,079,923498,153639,383665,67155,316510,212340,25430,923498,153639,923498,72324,81315,55060,37654,65928,23872
2019,55087,55,087,184311,13477,74974,3855,71119,46933,2417,184311,13477,184311,4375,9102,4681,8534,9275,4443
2019,55089,55,089,87209,3969,35795,1355,34440,,,87209,3969,87209,1736,2233,1292,1427,2893,1993
2019,55097,55,097,66906,8729,29063,2858,26205,16337,1180,66906,8729,66906,4537,4192,2119,3055,3581,1646
2019,55101,55,101,190703,24604,78905,11925,66980,50644,4791,190703,24604,190703,10940,13664,9521,6287,9335,4775
2019,55105,55,105,158482,21405,65316,9464,55852,39486,3617,158482,21405,158482,9593,11812,4196,3433,8784,5309
2019,55109,55,109,89989,6794,34731,1495,33236,,,89989,6794,89989,2674,4120,1030,2431,3016,921
2019,55117,55,117,112503,8991,48691,4123,44568,29812,1107,112503,8991,112503,4274,4717,2323,5012,5697,3066
2019,55127,55,127,101284,9209,42799,2509,40290,,,101284,9209,101284,3363,5846,4045,2821,4376,2497
2019,55131,55,131,134775,6515,55256,2223,53033,,,134775,6515,134775,2990,3525,1744,3353,4564,2454
2019,55133,55,133,399198,18860,160635,7149,153486,109765,3178,399198,18860,399198,9401,9459,6257,5981,14855,3623
2019,55139,55,139,164592,16457,71238,5284,65954,41078,2522,164592,16457,164592,7457,9000,7436,7291,7894,3612
2019,55141,55,141,72408,8520,32684,4653,28031,20222,1274,72408,8520,72408,3036,5484,2866,1999,3916,3196
2019,56021,56,021,96763,9469,41739,2824,38915,,,96763,9469,96763,4577,4892,1920,4064,6586,1574
2019,56025,56,025,78004,6685,33044,1341,31703,,,78004,6685,78004,2874,3811,2953,2860,4215,3404
2019,72013,72,013,81406,39886,32090,17055,15035,21371,8919,81406,39886,81406,18756,21130,8847,6797,9856,2814
2019,72021,72,021,164649,53582,68980,22511,46469,46674,13471,164649,53582,164649,27021,26561,11791,13396,15821,5829
2019,72025,72,025,124148,47851,47669,19337,28332,31484,10758,124148,47851,124148,23970,23881,6649,8750,13034,4810
2019,72031,72,031,146282,50685,58602,16397,42205,36493,10553,146282,50685,146282,26555,24130,10729,10459,13606,6366
2019,72061,72,061,83386,19101,33125,7566,25559,,,83386,19101,83386,8497,10604,5086,5790,7531,1510
2019,72097,72,097,70715,37217,28649,15129,13520,16289,7669,70715,37217,70715,23942,13275,5965,5826,5476,1485
2019,72113,72,113,129026,68627,52837,27861,24976,33988,17049,129026,68627,129026,43265,25362,9657,8774,8864,2774
2019,72127,72,127,312498,124927,138800,42268,96532,77911,28175,312498,124927,312498,79631,45296,23871,20151,22315,7359
2019,72135,72,135,71897,22348,22650,4871,17779,,,71897,22348,71897,9519,12829,5755,3937,9469,2729
2019,72137,72,137,73953,28367,28291,11122,17169,18388,6671,73953,28367,73953,16236,12131,10839,4930,3431,2607
2019,72139,72,139,63434,17415,23263,7001,16262,,,63434,17415,63434,7962,9453,3608,3771,7338,2124
2021,01003,01,003,235395,25321,94105,6955,87150,61777,4357,235395,25321,235395,14846,10475,8883,10221,11371,5649
2021,01015,01,015,112672,22325,44631,7733,36898,27880,4616,112672,22325,112672,11929,10396,6837,5351,6698,3002
2021,01043,01,043,89142,11571,35131,3527,31604,,,89142,11571,89142,5183,6388,3531,8077,9898,2106
2021,01049,01,049,70677,15075,24979,3932,21047,,,70677,15075,70677,5591,9484,6263,4434,7390,1908
2021,01051,01,051,84167,9684,32108,3783,28325,,,84167,9684,84167,4130,5554,5952,4727,3392,1703
2021,01055,01,055,102187,17216,38006,4622,33384,24392,2814,102187,17216,102187,6405,10811,5291,8317,9552,2840
2021,01069,01,069,106212,20778,44058,7092,36966,29030,4525,106212,20778,106212,9652,11126,5925,5536,8614,2818
2021,01073,01,073,655081,109044,270147,40016,230131,161313,20475,655081,109044,655081,53894,55150,26637,26486,46893,16580
2021,01077,01,077,92247,15696,38250,3756,34494,25551,3273,92247,15696,92247,6793,8903,6173,3047,4197,2738
2021,01081,01,081,171448,33272,67358,6973,60385,43010,4667,171448,33272,171448,19474,13798,7061,6939,13247,2565
2021,01083,01,083,104349,9458,40685,2811,37874,,,104349,9458,104349,4589,4869,5409,3573,4823,2687
2021,01089,01,089,382889,37402,164493,11586,152907,107769,7260,382889,37402,382889,17695,19707,12381,8574,16545,9419
2021,01095,01,095,96998,14975,36003,5324,30679,,,96998,14975,96998,8324,6651,8312,6480,7014,2125
2021,01097,01,097,405916,71728,162963,31695,131268,103229,13380,405916,71728,405916,32195,39533,22110,20801,28859,9126
2021,01101,01,101,218747,47790,92407,19079,73328,56995,11340,218747,47790,218747,19171,28619,11266,10594,13107,4253
2021,01103,01,103,121448,15763,47558,6627,40931,,,121448,15763,121448,5650,10113,3937,6423,7173,2258
2021,01115,01,115,91050,13692,33093,4743,28350,,,91050,13692,91050,5673,8019,1517,1548,4624,3293
2021,01117,01,117,223167,17362,86970,3819,83151,62915,3016,223167,17362,223167,10011,7351,3415,6950,11623,5025
2021,01121,01,121,77673,14861,33775,5659,28116,21566,4238,77673,14861,77673,8710,6151,4501,3218,6675,1829
2021,01125,01,125,215698,29722,86694,9812,76882,56373,5702,215698,29722,215698,16092,13630,12982,13570,10920,5690
2021,02020,02,020,282738,25695,109584,9860,99724,68583,4055,282738,25695,282738,12855,12840,7310,7006,10462,6655
2021,02090,02,090,91553,5856,36426,2196,34230,,,91553,5856,91553,2635,3221,1292,5261,4636,1465
2021,02170,02,170,107316,11842,40997,3247,37750,29343,2332,107316,11842,107316,5427,6415,2972,3692,4586,2601
2021,04001,04,001,63998,18263,19875,5758,14117,13341,3220,63998,18263,63998,11639,6624,5237,3219,5682,1173
2021,04003,04,003,120101,20169,49952,8397,41555,29825,3390,120101,20169,120101,9098,11071,6169,5766,8498,4960
2021,04005,04,005,132303,22546,55145,6486,48659,33122,2963,132303,22546,132303,10956,11590,5564,5419,8055,3422
2021,04013,04,013,4431445,496359,1708034,158164,1549870,1123456,89032,4431445,496359,4431445,259433,236926,159683,159100,235532,113265
2021,04015,04,015,215382,39180,102398,13283,89115,65572,9351,215382,39180,215382,18013,21167,13968,12328,16607,6846
2021,04017,04,017,105538,27006,40087,8769,31318,28534,5627,105538,27006,105538,12223,14783,5550,10324,8026,4037
2021,04019,04,019,1024814,149443,433148,55680,377468,267800,27166,1024814,149443,1024814,77477,71966,47899,44303,69417,27180
2021,04021,04,021,433016,42819,155161,19507,135654,113715,8089,433016,42819,433016,20787,22032,13797,20131,33748,17031
2021,04025,04,025,238336,29666,112075,10317,101758,70433,5053,238336,29666,238336,12956,16710,10881,10731,12976,9660
2021,04027,04,027,199686,33824,74981,16686,58295,55990,7718,199686,33824,199686,15945,17879,11270,15139,15626,6096
2021,05007,05,007,289962,21456,106553,4804,101749,80495,4365,289962,21456,289962,12972,8484,6326,9509,20304,9770
2021,05031,05,031,108698,22303,42186,5735,36451,28403,4175,108698,22303,108698,9562,12741,6388,4506,4097,4852
2021,05045,05,045,119814,17697,48497,3936,44561,31285,3108,119814,17697,119814,6723,10974,4354,8919,8880,4319
2021,05051,05,051,99276,13270,42077,4636,37441,26297,2441,99276,13270,99276,6726,6544,4287,5257,5266,2120
2021,05069,05,069,61063,9555,24319,3284,21035,,,61063,9555,61063,3390,6165,4669,4524,5012,1113
2021,05085,05,085,73984,8670,27880,2613,25267,,,73984,8670,73984,5788,2882,2488,1404,6728,1192
2021,05119,05,119,390905,70411,172100,19133,152967,106605,13427,390905,70411,390905,32784,37627,17399,20224,28203,10692
2021,05125,05,125,124034,10164,49768,2297,47471,,,124034,10164,124034,4260,5904,3129,5904,7834,4504
2021,05131,05,131,125454,26941,51472,7896,43576,33018,5343,125454,26941,125454,12887,14054,5992,5242,8914,1259
2021,05143,05,143,242206,29816,94220,4491,89729,59180,4727,242206,29816,242206,15431,14385,10544,14989,18314,10005
2021,05145,05,145,73955,12876,29359,3343,26016,,,73955,12876,73955,5714,7162,5937,3204,5970,3435
2021,06001,06,001,1619320,151379,589180,58508,530672,383755,23241,1619320,151379,1619320,74791,76588,41203,43490,57832,26195
2021,06007,06,007,203416,33529,81353,10370,70983,49011,4432,203416,33529,203416,15349,18180,10657,10827,8611,3816
2021,06013,06,013,1152724,101318,411560,38924,372636,298386,18419,1152724,101318,1152724,59898,41420,29065,32369,45582,11392
2021,06017,06,017,191726,17875,74909,4581,70328,52339,3426,191726,17875,191726,8534,9341,4500,3995,5568,1955
2021,06019,06,019,996291,194559,322646,66949,255697,231331,37123,996291,194559,996291,93809,100750,50100,50402,67873,35066
2021,06023,06,023,132995,26563,55184,9951,45233,28713,3698,132995,26563,132995,9894,16669,4543,5717,11318,3374
2021,06025,06,025,169996,27821,47849,12401,35448,36857,4849,169996,27821,169996,15072,12749,10015,17948,15964,7411
2021,06029,06,029,887816,165182,282963,52339,230624,207342,31597,887816,165182,887816,60832,104350,55298,60186,79130,24574
2021,06031,06,031,135737,23924,43143,7826,35317,34497,5607,135737,23924,135737,13469,10455,8312,6952,10178,4520
2021,06033,06,033,67443,8681,27472,4476,22996,,,67443,8681,67443,3708,4973,3679,3828,4778,1771
2021,06037,06,037,9661802,1369006,3375587,472867,2902720,2217649,236917,9661802,1369006,9661802,673229,695777,425823,439036,557315,252709
2021,06039,06,039,151956,33099,44048,8772,35276,32913,5597,151956,33099,151956,16760,16339,7647,5752,12306,5055
2021,06041,06,041,255997,19243,103378,5563,97815,,,255997,19243,255997,10868,8375,5667,6892,8954,2314
2021,06045,06,045,89845,14295,34273,5426,28847,20232,2448,89845,14295,89845,7900,6395,2706,2898,5009,2413
2021,06047,06,047,280155,65716,84967,18862,66105,64369,13979,280155,65716,280155,30234,35482,15471,14239,25849,7306
2021,06053,06,053,420571,48547,133224,11231,121993,95842,7885,420571,48547,420571,17680,30867,18943,16030,32945,11438
2021,06055,06,055,133607,11999,49979,2723,47256,,,133607,11999,133607,7025,4974,2277,3515,5280,3041
2021,06057,06,057,102081,13926,42679,2161,40518,,,102081,13926,102081,5184,8742,2790,4020,3783,1994
2021,06059,06,059,3131285,308462,1077193,84963,992230,762960,55567,3131285,308462,3131285,166118,142344,105864,111017,131121,55230
2021,06061,06,061,408846,27171,155945,9195,146750,111725,5123,408846,27171,408846,15297,11874,7975,10295,11791,6776
2021,06065,06,065,2418411,280367,765673,90102,675571,574441,50548,2418411,280367,2418411,125604,154763,87811,103406,137777,73457
2021,06067,06,067,1565318,203156,571949,78897,493052,371542,33621,1565318,203156,1565318,101113,102043,53447,63559,78238,32992
2021,06069,06,069,65717,5265,20307,1936,18371,,,65717,5265,65717,2182,3083,1163,2180,2012,1717
2021,06071,06,071,2146272,282874,675929,99346,576583,510019,55556,2146272,282874,2146272,143043,139831,105290,93267,133843,60961
2021,06073,06,073,3201030,339554,1162896,117297,1045599,763183,55917,3201030,339554,3201030,180396,159158,94860,107274,159351,61434
2021,06075,06,075,800762,90833,350796,41527,309269,170287,11468,800762,90833,800762,47460,43373,21811,21186,24613,12740
2021,06077,06,077,773063,92331,241760,39016,202744,181693,16319,773063,92331,773063,42834,49497,34083,30179,48180,21265
2021,06079,06,079,269997,36821,107571,7023,100548,68745,5171,269997,36821,269997,22251,14570,6352,7242,12925,5396
2021,06081,06,081,733104,49089,264135,13856,250279,181328,7769,733104,49089,733104,26478,22611,11743,15209,18028,10677
2021,06083,06,083,425120,67029,150550,18379,132171,97692,8776,425120,67029,425120,36717,30312,18668,19510,20557,8082
2021,06085,06,085,1857191,127161,650593,39308,611285,457018,20642,1857191,127161,1857191,70609,56552,34413,35332,56875,27993
2021,06087,06,087,256182,24752,97353,10999,86354,63170,3190,256182,24752,256182,13322,11430,8067,9805,12998,7070
2021,06089,06,089,178877,24204,71506,10112,61394,43080,3488,178877,24204,178877,10132,14072,10759,7949,11333,6447
2021,06095,06,095,440394,43750,157617,16157,141460,109803,7682,440394,43750,440394,25800,17950,12785,12811,22455,7829
2021,06097,06,097,479881,43282,190586,14397,176189,122440,6571,479881,43282,479881,25487,17795,13217,9607,17232,7107
2021,06099,06,099,547099,75765,174209,25615,148594,131141,14525,547099,75765,547099,37832,37933,20481,28550,34002,13878
2021,06101,06,101,98286,17220,33655,4619,29036,24172,3815,98286,17220,98286,7502,9718,2940,6197,7137,3091
2021,06103,06,103,64961,9663,23950,2886,21064,,,64961,9663,64961,4501,5162,4589,4011,4220,1350
2021,06107,06,107,471871,87587,143541,35058,108483,112581,17429,471871,87587,471871,48217,39370,34815,29288,40849,21058
2021,06111,06,111,825853,72280,279168,23271,255897,197281,12209,825853,72280,825853,31503,40777,22036,35352,39962,17300
2021,06113,06,113,211024,31684,76844,9174,67670,47126,2740,211024,31684,211024,20221,11463,8387,12112,9393,3242
2021,06115,06,115,82202,12420,27942,6538,21404,,,82202,12420,82202,4958,7462,3901,4319,6214,4820
2021,08001,08,001,518662,51506,183023,19234,163789,127524,9028,518662,51506,518662,21179,30327,14211,24151,24413,16137
2021,08005,08,005,648056,57235,250041,19096,230945,157042,7988,648056,57235,648056,29314,27921,20597,17842,25246,10164
2021,08013,08,013,317064,35257,135607,8766,126841,76235,3844,317064,35257,317064,18876,16381,9127,10304,12660,3915
2021,08014,08,014,74870,3823,30161,965,29196,,,74870,3823,74870,1718,2105,1267,382,1912,1336
2021,08031,08,031,698811,80787,326634,27042,299592,152927,12546,698811,80787,698811,38654,42133,21553,21900,32762,12553
2021,08035,08,035,367508,9422,136238,2579,133659,103041,1874,367508,9422,367508,5497,3925,3738,7080,6040,4280
2021,08041,08,041,717003,68500,282904,26574,256330,191574,12116,717003,68500,717003,36109,32391,16811,25103,29907,19467
2021,08059,08,059,570838,40915,239823,12130,227693,150788,5927,570838,40915,570838,20061,20854,11698,13463,16247,7159
2021,08069,08,069,354518,41749,152123,9965,142158,90266,5087,354518,41749,354518,23734,18015,7672,10129,19295,8385
2021,08077,08,077,153520,14902,63796,7869,55927,,,153520,14902,153520,6513,8389,5690,7994,7693,6764
2021,08101,08,101,165716,27001,69078,13388,55690,43361,5401,165716,27001,165716,13529,13472,10984,4740,11074,5029
2021,08123,08,123,334348,33236,119502,11226,108276,86980,5897,334348,33236,334348,19716,13520,10015,12146,17806,9522
2021,09001,09,001,944513,83807,357271,34564,322707,240094,15138,944513,83807,944513,45551,38256,22686,29140,31514,22733
2021,09003,09,003,875368,90230,360140,46678,313462,227584,15389,875368,90230,875368,46975,43255,26360,26378,34665,20948
2021,09005,09,005,183180,16945,77106,6402,70704,52019,2867,183180,16945,183180,8409,8536,2797,5765,6254,3075
2021,09007,09,007,160008,9060,69789,3861,65928,,,160008,9060,160008,5736,3324,2705,4919,4832,6546
2021,09009,09,009,836977,98747,349089,50121,298968,217930,16760,836977,98747,836977,50782,47965,22224,24486,43165,18711
2021,09011,09,011,258224,22236,110950,13312,97638,69861,3981,258224,22236,258224,9488,12748,10126,8258,13585,3928
2021,09013,09,013,135874,19352,58244,4321,53923,,,135874,19352,135874,10222,9130,2505,2591,5588,1329
2021,09015,09,015,112082,13789,45724,7588,38136,29938,2803,112082,13789,112082,7157,6632,2506,5988,4811,3576
2021,10001,10,001,179342,22146,70167,9032,61135,47204,4859,179342,22146,179342,9954,12192,7323,5730,13241,2703
2021,10003,10,003,555211,62599,220758,20928,199830,136657,10472,555211,62599,555211,34434,28165,18895,15253,22061,11235
2021,10005,10,005,244122,28705,104731,11470,93261,72547,6638,244122,28705,244122,13139,15566,8220,10604,11554,5373
2021,11001,11,001,637491,105007,319565,45779,273786,128733,16434,637491,105007,637491,66124,38883,11738,18139,20048,7455
2021,12001,12,001,265881,51142,108189,8292,99897,57135,5117,265881,51142,265881,26545,24597,8753,14826,13592,6881
2021,12005,12,005,176731,24005,79532,9264,70268,52636,5807,176731,24005,176731,9969,14036,7686,11022,10202,5885
2021,12009,12,009,610446,67665,254314,26186,228128,160661,11905,610446,67665,610446,34037,33628,24241,23794,33108,13572
2021,12011,12,011,1912890,241133,747715,116062,631653,472929,44851,1912890,241133,1912890,119909,121224,75352,89432,136343,50807
2021,12015,12,015,190061,20613,88988,8219,80769,58658,4210,190061,20613,190061,10634,9979,6348,8736,14710,4720
2021,12017,12,017,155317,25014,68269,8424,59845,,,155317,25014,155317,15538,9476,8843,3755,12025,7883
2021,12019,12,019,219230,15650,80459,7809,72650,,,219230,15650,219230,8836,6814,7338,6949,19396,2039
2021,12021,12,021,382645,40874,163943,11728,152215,111791,7545,382645,40874,382645,13908,26966,15736,13906,19982,16101
2021,12023,12,023,64286,9345,27545,5397,22148,,,64286,9345,64286,4259,5086,3682,3736,3926,2425
2021,12031,12,031,975131,146086,406301,63444,342857,244994,26699,975131,146086,975131,70246,75840,33207,51305,72928,26219
2021,12033,12,033,303584,57695,126980,22199,104781,79747,11858,303584,57695,303584,23498,34197,14727,12703,19204,8118
2021,12035,12,035,120217,13766,48187,3361,44826,35108,2722,120217,13766,120217,6787,6979,4636,4934,6326,2922
2021,12053,12,053,197700,22658,81497,12328,69169,56044,4672,197700,22658,197700,10847,11811,11005,11529,12574,4804
2021,12055,12,055,102075,13653,46166,7552,38614,,,102075,13653,102075,5179,8474,5363,8052,7488,2427
